SL,User Name,Rating,Review,Medical Name,Resource_Link
111,Papel Mahammud Pappu,5,"Dhaka Medical College and Hospital (DMCH) is a public medical college and hospital located in Dhaka, the capital city of Bangladesh. It houses the most prestigious medical school as well as the largest tertiary care hospital in the country on one campus. This institution is regarded as the epitome of medical education in Bangladesh since its inception.
The college's original building was built before the Partition of Bengal of 1905. As of 1904, the building was being used as the secretariat (headquarters) of the newly formed provinces of East Bengal and Assam. In 1921, it was turned over to the University of Dhaka, which was founded that year. A part of the huge building was used as the university's medical center, another part as the students' dormitory, and the rest as the office of the administrative wing of the Arts faculty.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
112,Riyad Hussain,4,very harassing but cheap,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
113,Tasnim Ahmed Tanim,5,Best govt hospital but corruption is in every branch of it.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
114,Mr. Mamun,5,Public health service and public medical hospital of bangladesh.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
115,Ilmoon Kabir,4,"Well i am a street food lover..the best part of Dhaka city which i like chaos,crowdy street with amazing street food.
I always find them healthy in a sence,because they never will offer you any rotten food,their always will sale what they make that day!as people from street always having them.
I know some will find them unhygienic but I observe it as i am working here at hospital,they try to maintain and save food in a good way
So here is an amazing chicken chaap from Chankharpool street.enjoy them
Ting 💫💫💫",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
116,Mamunur Rahaman,5,"Dhaka Medical College and Hospital (DMCH) established in 1946, it took about 10 years for the institution to get started after completion of government formalities. The Dhaka Medical College and its affiliate, Dhaka Medical College Hospital, were accommodated in a building constructed in 1904 as the Secretariat Building for the province of East Bengal and Assam. The building was transferred to the university of dhaka in 1921. One part of it was converted into the university's medical centre, another part into a student dormitory, while the residual part was allotted for use as the academic wing of the Faculty of Arts.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
117,MD.Leonuzzaman Labandaha,5,Ther treatment are best from private clinic....♥️,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
118,MD SOHEL RANA,5,"Dhaka Medical College is a medical college and hospital located in Dhaka, the capital city of Bangladesh. It is situated in the Bakshibazar area of the city.
It is the biggest Medical Hospital in our country. The most famous doctors serve here without fees.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
119,Hossain “Rana”,5,It is the biggest medical college hospital in the country. It has all departments to provide good treatment to the patients. Most of the police related patients are dealt here accordingly. For all kinds of emergency treatments people consider to go there. Most of the prominent doctors in the country have experience yo serve here. But as it is a government hospital so it itself has some diseases.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
120,মুহম্মদ ইয়াহিয়া,4,"In the field of medical science education and research in Bangladesh, Dhaka Medical College is the best. About 250 students are admitted here every year. This is also the largest medical college in Bangladesh.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
121,Esha,4,Bangladesh's number 1 biggest and oldest government hospital. People of all class visit here. Except some arrogant doctors almost all doctors are quite experienced and this hospital is a great hope to the people of low earning. They get their treatment at low cost and sometimes free.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
122,Nishat Mahmood,4,"It's a boon for our country. Doctors are very cordial to give services. However sub staffs are not so. Patients from all over the country come here. With a minimum cost a patient can get treatment from here.

Emergency Department is open for 24 hours a day. Doctors and intern doctors are also available.

Anyway services are hampared due to increased number of patients in this hospital.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
123,Fabu Look,4,"One of the largest government medical College & Hospital in Capital City of Dhaka, Bangladesh.Atleast 1.5k new patients from all over the country come to DMC for taking medical treatment everyday. Its serving medication since 1946 and still its one of most reliable place for lower to middle class people from remote corner of the country.As its always overloaded bewond its capacity by patient from across the country; still doctors,  nurses and medical stuff, Security persons are trying their label best with limited resources to serve patient. Few days back I visited a 2.5 months old child patient in General HDU Bed-2 having Severe Pneumonia while she was admitted in the hospital and since then now she is getting better by the grace of almight with the help of Talented Meritorious Docrors. If authorities take serious steps for recruiting cleaning outsourcing companies, appoint more more nurses and relavant stuff; also limited access of people with patient and spare more beds(Address all issues in one table) then i am sure it can be one of the prominent MEDICAL COLLEGE AND HOSPITAL of our Country.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
124,MD Shahin Alam,5,"Dhaka Medical College is a medical college and hospital located in Dhaka, the capital city of Bangladesh. It is situated in the Bakshibazar area of the city, close to the University of Dhaka and the Bangladesh University of Engineering and Technology.After beginning the journey in 10th July 1946, Dhaka Medical College established a new era in the history of medical education in Bangladesh. The original idea for the establishment of a medical college in Dhaka was placed to the British Government in 1939 but shelved because of World War II. After the war, a committee was formed in 1945 and on recommendation of the committee; Dhaka Medical College started its glorious journey on July 10, 1946.
The college did not have a building of its own at the beginning; the present hospital building was built before the partition of Bengal in 1905. It was used as the secretariat of newly formed provinces of East Bengal and Assam.  In 1921, it was turned into a part of University of Dhaka. During World War II the medical centre building became an American armed forces hospital. The Americans vacated the building at the end of the war and finally, the journey started on 1946. Major W. J. Virgin, the head of the committee formed to establish the Dhaka Medical College, was the first principal.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
125,Md Mohiuddin Salman,5,Government hospital.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
126,Alamgir hossain Nirob,5,Country largest government hospital in Bangladesh but service was not good.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
127,Ansarul karim,5,The best medical college of Bangladesh. All students try to get admission in MBBS to this.,Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
128,Md Kamal Hossain,5,"Dhaka Medical College Hospital

Dhaka Medical College is a medical college and hospital located in Dhaka, the capital city of Bangladesh. It is situated in the Bakshibazar area of the city, close to the University of Dhaka and the Bangladesh University of Engineering and Technology.

After beginning the journey in 10th July 1946, Dhaka Medical College established a new era in the history of medical education in Bangladesh. The original idea for the establishment of a medical college in Dhaka was placed to the British Government in 1939 but shelved because of World War II. After the war, a committee was formed in 1945 and on recommendation of the committee; Dhaka Medical College started its glorious journey on July 10, 1946.",Dhaka Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
